approvedBetween10001And25000,approvedBetween1And10000,approvedBetween25001AndMax,approvedForFemaAssistance,averageFemaInspectedDamage,city,county,disasterNumber,femaInspectedDamageBetween10001And20000,femaInspectedDamageBetween1And10000,femaInspectedDamageBetween20001And30000,femaInspectedDamageGreaterThan30000,hash,id,lastRefresh,noFemaInspectedDamage,otherNeedsAmount,rentalAmount,repairReplaceAmount,state,totalApprovedIhpAmount,totalDamage,totalInspected,totalMaxGrants,validRegistrations,zipCode
5,93,0,98,3908,KIRBYVILLE,Newton (County),1606,2,75,0,3,c034fb1cfcff20e3e370df2ae8c92b30,5a2eb796758c6e4347f51660,2017-12-11T16:51:34.554Z,24,69793,118613,117332,TX,305738,406452,104,0,134,75956
0,1,0,1,50718,BLEAKWOOD,Newton (County),1606,0,0,0,1,6f4834c1053786ada68c15e9228f3c41,5a2eb796758c6e4347f51621,2017-12-11T16:51:34.526Z,0,0,2000,0,TX,2000,50718,1,0,1,75928
0,6,0,6,1431,JASPER,Newton (County),1606,0,5,0,0,9b13c71cd92b8feeaa2144b7ecea9927,5a2eb796758c6e4347f51626,2017-12-11T16:51:34.528Z,2,1768,6776,5656,TX,14200,10017,7,0,8,75951
0,10,0,10,7835,MARTINSVILLE,Nacogdoches (County),1606,0,12,0,2,5d1f4fa54f5db1d773a6587db8e89156,5a2eb796758c6e4347f5161d,2017-12-11T16:51:34.524Z,3,7951,6000,5690,TX,19641,133187,17,0,19,75958
6,230,0,236,1780,BRONSON,Sabine (County),1606,2,240,0,5,060a709bb2e4c0f93511dc196a3fe81e,5a2eb796758c6e4347f5163f,2017-12-11T16:51:34.538Z,118,126803,238945,154521,TX,520269,649750,365,0,484,75930
0,26,0,26,1137,BROOKELAND,Sabine (County),1606,0,23,0,0,f8e6f5300162695fccca62557ad9a4bb,5a2eb796758c6e4347f51679,2017-12-11T16:51:34.564Z,9,11515,24000,7349,TX,42864,36384,32,0,42,75931
26,1,0,1207,2652,NEWTON,Newton (County),1606,20,955,4,14,3abf5f0bae49441e1a3df5c37c1dc550,5a2eb796758c6e4347f51692,2017-12-11T16:51:34.575Z,238,623519,1734329,966968,TX,3324815,3265141,1231,0,1,75966
0,2,0,2,3605,GENEVA,Sabine (County),1606,1,1,0,0,c1be40d4766027dd153f4016ec4d08aa,5a2eb796758c6e4347f516ab,2017-12-11T16:51:34.585Z,1,1026,2000,0,TX,3026,10816,3,0,3,75947
131,5,16,6034,4149,ORANGE,Orange (County),1606,75,3,18,136,33d338175787faa3d8cd18dab333b7cf,5a2eb796758c6e4347f5162f,2017-12-11T16:51:34.532Z,832,3230315,10962459,3151774,TX,17344548,20344095,4903,12,7,77632
0,35,0,35,567,HUNTSVILLE,San Jacinto (County),1606,0,31,0,0,f9cd47317949968364330d97a689e399,5a2eb796758c6e4347f5164d,2017-12-11T16:51:34.544Z,18,21117,22000,1935,TX,45052,27774,49,0,75,77320
0,122,0,122,638,MOSCOW,Polk (County),1606,1,126,0,0,d14b67471caea6049d77f4c0006358c9,5a2eb796758c6e4347f516a6,2017-12-11T16:51:34.583Z,63,49569,106000,20143,TX,175712,121191,190,0,246,75960
1,4,0,5,5854,DEWEYVILLE,Newton (County),1606,0,3,1,0,3404ba63b0643ab4e70cdfdee278530f,5a2eb796758c6e4347f5165f,2017-12-11T16:51:34.553Z,1,9303,2352,10500,TX,22155,29268,5,0,5,77632
1,85,0,86,646,APPLE SPRINGS,Trinity (County),1606,0,118,0,0,ae333ab8d5fd4b8dc9909b9bd4ecbc4e,5a2eb796758c6e4347f5168d,2017-12-11T16:51:34.573Z,27,44111,78725,14402,TX,137238,93605,145,0,189,75926
27,411,2,440,6787,DEWEYVILLE,Newton (County),1606,14,285,6,21,296c10396694d6cd7c1e5977c18f66ff,5a2eb796758c6e4347f51625,2017-12-11T16:51:34.527Z,73,317431,787282,659923,TX,1764636,2708109,399,1,514,77614
200,7,17,7806,3611,VIDOR,Orange (County),1606,128,4,21,164,715456a8e2946587dca6535746ab924e,5a2eb796758c6e4347f51631,2017-12-11T16:51:34.533Z,1,3966370,14148144,4823709,TX,22938224,23528104,6516,12,9,77662
0,1,0,1,2615,SEVEN OAKS,Polk (County),1606,0,2,0,0,99befcbe94489cfc6b9d00dcaed69f50,5a2eb796758c6e4347f51678,2017-12-11T16:51:34.564Z,2,799,0,0,TX,799,10460,4,0,4,77350
13,383,0,396,3764,CALL,Newton (County),1606,7,342,0,11,463fa257aa53215c0e52d0c058e87673,5a2eb796758c6e4347f5165e,2017-12-11T16:51:34.553Z,59,199912,596798,476663,TX,1273373,1576968,419,0,506,75933
16,2,0,2622,2236,BRIDGE CITY,Orange (County),1606,36,1,7,12,ee8ab1746ca083c7238fc0589595a5b2,5a2eb796758c6e4347f5162a,2017-12-11T16:51:34.530Z,299,992862,4949059,496870,TX,6438792,4222040,1888,0,2,77611
22,1,4,1046,2021,SHEPHERD,San Jacinto (County),1606,12,1,4,15,33fe179810237d13c7598da907680d56,5a2eb796758c6e4347f516ba,2017-12-11T16:51:34.599Z,346,590177,1132565,753315,TX,2476057,2839687,1405,4,1,77371
1,55,0,56,1209,OAKHURST,San Jacinto (County),1606,1,69,0,0,ddac8f9d934871b6a46daaa6cf433189,5a2eb796758c6e4347f5164e,2017-12-11T16:51:34.545Z,22,31559,51035,25956,TX,108550,111211,92,0,129,77359
0,1,0,1,2900,RULE,Sabine (County),1606,0,1,0,0,9780255451a96d49a3909684ecd7e2e8,5a2eb796758c6e4347f516af,2017-12-11T16:51:34.587Z,2,219,2424,5200,TX,7843,8701,3,0,3,79548
1,250,0,251,1325,GOODRICH,Polk (County),1606,3,218,0,3,08e8e0b18a90b9a3a85e926bbee369d8,5a2eb796758c6e4347f516a0,2017-12-11T16:51:34.580Z,134,92343,309992,139268,TX,541603,474491,358,0,513,77335
0,216,0,216,642,GROVETON,Trinity (County),1606,0,225,1,0,b31b0a92c0bd2ebb16100995fcf14bf4,5a2eb796758c6e4347f516bf,2017-12-11T16:51:34.601Z,91,108210,169680,25317,TX,303207,203543,317,0,467,75845
14,171,2,187,6905,ORANGE,Newton (County),1606,2,134,2,13,199a4ad85404fc71ec95efe78931b7a9,5a2eb796758c6e4347f51662,2017-12-11T16:51:34.555Z,23,198081,321645,263514,TX,783241,1201479,174,0,217,77632
0,25,0,25,1521,CAMDEN,Polk (County),1606,0,25,0,0,f75eb4b5c4c8ba6352431d97857d8571,5a2eb796758c6e4347f5169e,2017-12-11T16:51:34.580Z,7,9481,19314,30035,TX,58830,48659,32,0,38,75934
2,32,0,34,6645,VIDOR,Orange (County),1606,0,21,2,2,2277d5378f9ef90e85d1abdf162324f9,5a2eb796758c6e4347f5166b,2017-12-11T16:51:34.558Z,6,12466,63163,36691,TX,112321,205983,31,0,42,77670
0,127,1,128,1275,SHELBYVILLE,Shelby (County),1606,0,173,0,3,ba58d1a8810052b3bcbc4022ae8e5704,5a2eb796758c6e4347f516bd,2017-12-11T16:51:34.600Z,78,67348,103545,43004,TX,213897,323973,254,0,342,75973
2,232,0,234,871,CLEVELAND,San Jacinto (County),1606,1,220,0,1,24b667ddd3e78556e24048c58ba4c78d,5a2eb796758c6e4347f51685,2017-12-11T16:51:34.569Z,120,104880,180055,78215,TX,363150,297890,342,0,444,77328
0,34,0,34,588,JOAQUIN,Shelby (County),1606,1,69,0,0,9a48243fa20131aa16006a127763379f,5a2eb796758c6e4347f5168b,2017-12-11T16:51:34.572Z,35,12484,28309,9182,TX,49975,61791,105,0,143,75954
1,12,0,13,5426,CENTER,San Augustine (County),1606,0,8,0,1,aafa647f1b4c6334611677cfb70a07bc,5a2eb796758c6e4347f516b2,2017-12-11T16:51:34.588Z,10,4208,13294,14693,TX,32196,103101,19,0,22,75935
0,9,0,9,1068,FAIRMOUNT,Sabine (County),1606,0,8,0,0,7a0b1213aa0d0fe003a5d33c0e2adb28,5a2eb796758c6e4347f5167a,2017-12-11T16:51:34.565Z,4,4804,10000,779,TX,15583,12814,12,0,19,75948
1,1,0,2,13675,LOVELADY,Trinity (County),1606,0,1,0,1,f79760a08c076cf3444da2d35b3627cd,5a2eb796758c6e4347f5168f,2017-12-11T16:51:34.573Z,1,0,1302,12423,TX,13725,41025,3,0,3,75851
0,238,0,238,471,CENTER,Shelby (County),1606,0,371,0,0,58450fac8256ef2382d5d173b41d6ae9,5a2eb796758c6e4347f5168a,2017-12-11T16:51:34.571Z,191,99470,154897,68532,TX,322899,264536,562,0,819,75935
1,0,0,1,22999,SOUR LAKE,Trinity (County),1606,0,0,1,0,2c3af9852a5f399c1b9175a6719e4a09,5a2eb797758c6e4347f516d2,2017-12-11T16:51:35.307Z,0,3462,2485,10500,TX,16447,22999,1,0,1,77626
1,0,0,1,45116,DOUCHETTE,Tyler (County),1606,0,0,0,1,2d4855594f18a8eda64a5ed6e4496213,5a2eb797758c6e4347f516d7,2017-12-11T16:51:35.309Z,0,0,2458,10500,TX,12958,45116,1,0,1,75942
0,3,0,3,741,PENNINGTON,Trinity (County),1606,0,7,0,0,d3f7eef130899b20690ad4a90e830d75,5a2eb797758c6e4347f516c4,2017-12-11T16:51:35.296Z,2,807,2000,663,TX,3470,6672,9,0,13,75856
0,0,1,1,83931,DAM-B,Tyler (County),1606,0,0,0,1,6b8d822860bffe7b28b04785ec82ff16,5a2eb797758c6e4347f516c9,2017-12-11T16:51:35.303Z,0,12238,2458,10500,TX,25196,83931,1,0,1,75979
0,2,0,2,7065,COLMESNIEL,Tyler (County),1606,1,0,0,0,af88f0efc4726aa682666c3028c76cfb,5a2eb797758c6e4347f516c8,2017-12-11T16:51:35.303Z,1,3092,381,5200,TX,8673,14130,2,0,3,75938
1,5,0,6,4924,ROCKLAND,Tyler (County),1606,2,3,0,0,a2a7893c8f29b149c0580fe70d3d6dab,5a2eb797758c6e4347f516ce,2017-12-11T16:51:35.305Z,3,2051,10839,15700,TX,28590,39389,8,0,8,75938
0,1,0,1,9076,VIDOR,Tyler (County),1606,0,1,0,0,5c49fd5272eff88a4f6bf4d945ed7d4d,5a2eb797758c6e4347f516dd,2017-12-11T16:51:35.327Z,0,219,2458,5200,TX,7877,9076,1,0,1,77662
18,753,2,773,2702,WARREN,Tyler (County),1606,11,597,2,15,2940ce00dace504eef3174212f22cc6d,5a2eb797758c6e4347f516f1,2017-12-11T16:51:35.336Z,131,469318,1043619,518699,TX,2031637,2042692,756,2,991,77664
0,1,0,1,34453,DAM B,Tyler (County),1606,0,0,0,1,f1d6ed71b9a1befb71910dc66a5343ff,5a2eb797758c6e4347f516d1,2017-12-11T16:51:35.307Z,0,0,2000,0,TX,2000,34453,1,0,1,75979
0,23,0,23,313,WOODLAKE,Trinity (County),1606,0,15,0,0,bbb075eb793a1bf4ad2370a30dc5e4b4,5a2eb797758c6e4347f516c6,2017-12-11T16:51:35.297Z,18,8483,24000,1156,TX,33639,10316,33,0,45,75865
2,27,0,29,6276,SILSBEE,Tyler (County),1606,1,22,1,1,933862c9e8b4cc60ed3e4b67b792bd34,5a2eb797758c6e4347f516fd,2017-12-11T16:51:35.341Z,1,12213,30953,46225,TX,89391,163165,26,0,36,77656
1,0,0,1,8530,COLMESNEIL,Tyler (County),1606,0,1,0,0,ef2e3bc8f14b3578e2469df4713501b3,5a2eb797758c6e4347f516d0,2017-12-11T16:51:35.306Z,0,3330,2590,5200,TX,11120,8530,1,0,1,77958
0,63,0,63,1490,VILLAGE MILLS,Tyler (County),1606,0,47,0,0,5f5bcc43be3e40c571d5ba250086b1f6,5a2eb797758c6e4347f5170d,2017-12-11T16:51:35.348Z,9,32532,90590,10681,TX,133803,83440,56,0,85,77663
0,22,0,22,953,RIVERSIDE,Walker (County),1606,0,21,0,0,4db26c0125064ba432cc56d2e8d91174,5a2eb797758c6e4347f516e4,2017-12-11T16:51:35.330Z,11,9901,15494,11093,TX,36488,30488,32,0,48,77367
10,234,0,244,3720,HILLISTER,Tyler (County),1606,7,187,1,8,1a46335c30ea419a1fdfaf200015ada0,5a2eb797758c6e4347f51717,2017-12-11T16:51:35.352Z,40,113607,350486,246999,TX,711092,904053,243,0,313,77624
1,200,0,201,1891,CHESTER,Tyler (County),1606,1,181,0,1,8da319ba37744f66062f90934591eec8,5a2eb797758c6e4347f51712,2017-12-11T16:51:35.350Z,27,138891,174059,59529,TX,372478,397136,210,0,280,75936
16,361,1,378,4619,FRED,Tyler (County),1606,13,266,0,11,f52a1d0ce1663f1d6c54f57e75370774,5a2eb797758c6e4347f516ca,2017-12-11T16:51:35.304Z,63,263585,583339,374489,TX,1221413,1630367,353,0,464,77616
1,0,0,1,11218,TOWN BLUFF,Tyler (County),1606,1,0,0,0,cbd193f47cdee3e803d0fef0695870ae,5a2eb797758c6e4347f5170c,2017-12-11T16:51:35.347Z,0,5005,2458,5200,TX,12663,11218,1,0,1,77660
4,81,0,85,2438,DOUCETTE,Tyler (County),1606,2,69,0,2,929d2d5a32cba522cdc9b2186fdb7f35,5a2eb797758c6e4347f51705,2017-12-11T16:51:35.344Z,32,44820,113561,81316,TX,239696,256038,105,0,133,75942
18,514,2,534,4542,SPURGER,Tyler (County),1606,9,398,2,21,717e2d9b66333a7df1015ffc91fe1897,5a2eb797758c6e4347f5171b,2017-12-11T16:51:35.354Z,110,340198,870937,700155,TX,1911289,2452882,540,2,644,77660
0,1,0,1,7258,WHITE TAIL RIDGE,Tyler (County),1606,0,1,0,0,3f283e217b1a29a42c0ad8244e9a6915,5a2eb797758c6e4347f516de,2017-12-11T16:51:35.328Z,0,0,2000,5200,TX,7200,7258,1,0,1,75979
18,650,3,671,3902,COLMESNEIL,Tyler (County),1606,18,536,2,19,6e2356a3a0c094e9da1fb0ed2e95b98b,5a2eb797758c6e4347f516cf,2017-12-11T16:51:35.306Z,125,441887,864466,624790,TX,1931144,2731325,700,2,970,75938
5,421,0,426,1152,TRINITY,Trinity (County),1606,1,480,0,5,e976494d37b75ecd11b386a46dc0fb93,5a2eb797758c6e4347f51701,2017-12-11T16:51:35.342Z,185,186678,342623,170855,TX,700155,772753,671,0,1,75862
0,2,0,2,2600,DOUCETTE,Tyler (County),1606,0,1,0,0,3aa7d05e7b1ae9bacf2c098f9af4b4a8,5a2eb797758c6e4347f51715,2017-12-11T16:51:35.351Z,1,0,4458,5200,TX,9658,5200,2,0,2,75979
0,12,0,12,648,DODGE,Walker (County),1606,0,9,0,0,4d0c81df58feb369ca425dcc3135ceaf,5a2eb797758c6e4347f51773,2017-12-11T16:51:35.449Z,13,6958,8498,5345,TX,20800,14256,22,0,29,77334
1,129,0,130,505,HUNTSVILLE,Walker (County),1606,0,135,0,1,ada50d61a34970f5c62337e3484e8837,5a2eb797758c6e4347f51774,2017-12-11T16:51:35.449Z,127,52314,95997,38078,TX,186389,132729,263,0,381,77340
11,181,0,192,2850,NEW WAVERLY,Walker (County),1606,5,206,1,8,ba7459739faa749d1f2601e27e236641,5a2eb797758c6e4347f517dc,2017-12-11T16:51:35.494Z,43,86735,186022,266323,TX,539080,749632,263,0,355,77358
0,223,0,223,519,HUNTSVILLE,Walker (County),1606,0,275,0,0,9d1f44c92c1d8de7a15da156a0ed37a9,5a2eb797758c6e4347f517db,2017-12-11T16:51:35.493Z,158,77065,201554,52945,TX,331565,224784,433,0,649,77320
68,2,4,2138,3620,WOODVILLE,Tyler (County),1606,66,1,12,29,d324ed9a9059709032aa95e639c24f1c,5a2eb797758c6e4347f517d8,2017-12-11T16:51:35.492Z,452,1376644,3030581,1838561,TX,6245785,7771114,2147,2,2,75979
